input_text,target_text
fix spelling: ползующаяся,пользующаяся
fix spelling: стрмеленья,стремленья
fix spelling: пинимая,принимая
fix spelling: df;ysvb,важными
fix spelling: подававим,подававшим
fix spelling: вйетерок,ветерок
fix spelling: орправляться,отправляться
fix spelling: епной,пеной
fix spelling: gj'pbz,поэзия
fix spelling: лампадки,лампадки
fix spelling: uhfwbjpys[,грациозных
fix spelling: опдыхом,отдыхом
fix spelling: дронушокй,дронушкой
fix spelling: разделившие,разделившие
fix spelling: биь,бить
fix spelling: государства,государства
fix spelling: vbaf,мифа
fix spelling: затврил,затворил
fix spelling: малых,малых
fix spelling: выказывает,выказывает
fix spelling: конвоируемые,конвоируемые
fix spelling: склоять,склонять
fix spelling: крестоевых,крестовых
fix spelling: pfvjkrfz,замолкая
fix spelling: ;tknjdfnsv,желтоватым
fix spelling: gjlgbcfnm,подписать
fix spelling: evyfz,умная
fix spelling: белтка,белока
fix spelling: госопжею,госпожею
"fix spelling: pf,jnbkbcm",заботились
fix spelling: предологам,предлогам
fix spelling: спрогое,строгое
fix spelling: egjvbyfkf,упоминала
fix spelling: беэуховой,безуховой
fix spelling: достослуавные,достославные
fix spelling: отворачцивавшаяся,отворачивавшаяся
fix spelling: ytjghtltktyyjcnm,неопределенность
fix spelling: умозаключению,умозаключению
fix spelling: ytdtcne,невесту
fix spelling: eybxnj;bnmcz,уничтожиться
fix spelling: дали,дали
fix spelling: перепосила,переносила
fix spelling: gtxfkmysv,печальным
fix spelling: гоорил,говорил
fix spelling: аитиллеристам,артиллеристам
fix spelling: gjpyfrjvbk,познакомил
fix spelling: новела,новелла
fix spelling: отворив,отворив
fix spelling: смена,смена
fix spelling: эн6ьенский,энгьенский
fix spelling: бывшчий,бывший
fix spelling: елены,елены
"fix spelling: yt,j",небо
fix spelling: dcnegbntkmyst,вступительные
fix spelling: ytgjchtlcndtyyjuj,непосредственного
fix spelling: одманутыми,обманутыми
fix spelling: почтрадавший,пострадавший
"fix spelling: j,]zcytybz",объяснения
fix spelling: толоквать,толковать
fix spelling: живущпм,живущим
fix spelling: jgfkt,опале
fix spelling: словечко,словечко
fix spelling: толкпетесь,толкаетесь
fix spelling: остроожности,осторожности
fix spelling: поймним,помним
fix spelling: гяолиаф,голиаф
fix spelling: cnhjzcm,строясь
fix spelling: сала,спала
fix spelling: денииса,дениса
fix spelling: франэцузское,французское
fix spelling: спкуфье,скуфье
fix spelling: к1бышку,кубышку
fix spelling: ljvbhf.obq,домирающий
fix spelling: устраиваетсця,устраивается
fix spelling: целовальника,целовальника
fix spelling: хамовнуиков,хамовников
fix spelling: поавренки,поваренки
fix spelling: gjlfyyjq,поданной
fix spelling: вшзможные,возможные
fix spelling: бапанью,баранью
fix spelling: терентирм,терентием
fix spelling: наименвание,наименование
fix spelling: заставляют,заставляют
fix spelling: жуковсим,жуковским
fix spelling: пбжалу,пожалу
fix spelling: djccnfyjdk.,восстановлю
fix spelling: девуку,девушку
fix spelling: встретив,встретив
fix spelling: тетрадку,тетрадку
fix spelling: похжего,похожего
fix spelling: jnlfkznmcz,отдаляться
fix spelling: имениннице,имениннице
fix spelling: особерно,особенно
fix spelling: богктых,богатых
fix spelling: мокрому,мокрому
fix spelling: куржились,куражились
fix spelling: edf;ftvjuj,уважаемого
fix spelling: мигель,мишель
fix spelling: выпил,выпил
fix spelling: pfdkflttn,завладеет
fix spelling: ппхрой,пахрой
fix spelling: холодным,холодным
fix spelling: ghfdt,праве
fix spelling: офицерами,офицерами
fix spelling: ptktysq,зеленый
"fix spelling: ,jkmibt",большие
fix spelling: ирстощена,истощена
fix spelling: ghtlkfufditq,предлагавшей
fix spelling: cnfytv,станем
fix spelling: хозяйством,хозяйством
fix spelling: мщам,мощам
